section,page_title,page_url,source_file,link_url,link_text,http_status,final_url,remote_title,redirect_domain_changed,needs_review,reason
blog,National History Day 2010,/nhec-blog/23731,blog/national-history-day-2010-23731.md,http://www.hagley.org/library/about/historyday2010_digitalguide.html,The Student Guide for History Day 2010,404,https://www.hagley.org/library/about/historyday2010_digitalguide.html,,False,True,HTTP 404
blog,National History Day 2010,/nhec-blog/23731,blog/national-history-day-2010-23731.md,http://www.hagley.org/library/exhibits/patentmed/index.html,History of Patent Medicines,404,https://www.hagley.org/library/exhibits/patentmed/index.html,,False,True,HTTP 404
blog,National History Day 2010,/nhec-blog/23731,blog/national-history-day-2010-23731.md,http://www.hagley.org/library/exhibits/univdesignexhibit/index.htm,Universal Design,404,https://www.hagley.org/library/exhibits/univdesignexhibit/index.htm,,False,True,HTTP 404
blog,"History Hitting Home: Children's History, Local History, and Digital Storytelling",/nhec-blog/25790,blog/history-hitting-home-childrens-history-local-history-and-digital-storytelling-25790.md,http://www.hallowedground.org/Education/For-Teachers/Lesson-Plans,lesson plans,404,https://www.hallowedground.org/Education/For-Teachers/Lesson-Plans,,False,True,HTTP 404
teaching-materials,Teaching Public Issues in the Classroom,/teaching-materials/ask-a-master-teacher/23458,teaching-materials/ask-a-master-teacher/teaching-public-issues-in-the-classroom-23458.md,http://www.heifer.org/site/c.edJRKQNiFiG/b.3813431/,resources for teachers,404,https://www.heifer.org/site/c.edjrkqnifig/b.3813431,,False,True,HTTP 404
history-content,Mundane Lives and Extreme Adventures,/history-content/ask-a-historian/23928,history-content/ask-a-historian/mundane-lives-and-extreme-adventures-23928.md,"http://www.histarch.uiuc.edu/plymouth/""",The Plymouth Colony Archive Project,404,http://www.histarch.illinois.edu/plymouth/%22,,True,True,HTTP 404; redirected to different domain: histarch.illinois.edu
page,Partners,/about/partners,page/partners-14871.md,"http://www.historians.org/ ""American Historical Association""",**The American Historical Association**,404,http://www.historians.org/%20%22American%20Historical%20Association,,False,True,HTTP 404
digital-classroom,History and New Media,/digital-classroom/ask-a-digital-historian/24122,digital-classroom/ask-a-digital-historian/history-and-new-media-24122.md,http://www.historians.org/Perspectives/index.cfm,*Perspectives on History*,404,http://www.historians.org/Perspectives/index.cfm,,False,True,HTTP 404
history-content,Historians Defined,/history-content/ask-a-historian/24120,history-content/ask-a-historian/historians-defined-24120.md,http://www.historians.org/Perspectives/index.cfm,*Perspectives on History*,404,http://www.historians.org/Perspectives/index.cfm,,False,True,HTTP 404
teaching-materials,Contingency,/teaching-materials/ask-a-master-teacher/24118,teaching-materials/ask-a-master-teacher/contingency-24118.md,http://www.historians.org/Perspectives/issues/2007/0701/0701tea2.cfm,this article,404,http://www.historians.org/Perspectives/issues/2007/0701/0701tea2.cfm,,False,True,HTTP 404
teaching-materials,Integrating Technology into the Classroom,/teaching-materials/ask-a-master-teacher/23634,teaching-materials/ask-a-master-teacher/integrating-technology-into-the-classroom-23634.md,http://www.historians.org/Perspectives/issues/2008/0801/0801tea1.cfm,article,404,http://www.historians.org/Perspectives/issues/2008/0801/0801tea1.cfm,,False,True,HTTP 404
blog,Highlights from the American Historical Association,/nhec-blog/19267,blog/highlights-from-the-american-historical-association-19267.md,http://www.historians.org/Perspectives/issues/2008/0805/0805tec2.cfm,Teaching History with YouTube (and other primary-source video sites on the internet),404,http://www.historians.org/Perspectives/issues/2008/0805/0805tec2.cfm,,False,True,HTTP 404
blog,Highlights from the American Historical Association,/nhec-blog/19267,blog/highlights-from-the-american-historical-association-19267.md,http://www.historians.org/Perspectives/issues/2008/0805/index.cfm,*Perspectives*,404,http://www.historians.org/Perspectives/issues/2008/0805/index.cfm,,False,True,HTTP 404
blog,Snips and Shoes and Sealing Wax:  New Publications and Websites,/nhec-blog/20148,blog/snips-and-shoes-and-sealing-wax-new-publications-and-websites-20148.md,http://www.historians.org/Perspectives/issues/2008/0810/0810pre1.cfm,reflections from AHA President Gabrielle Spiegel,404,http://www.historians.org/Perspectives/issues/2008/0810/0810pre1.cfm,,False,True,HTTP 404
blog,Snips and Shoes and Sealing Wax:  New Publications and Websites,/nhec-blog/20148,blog/snips-and-shoes-and-sealing-wax-new-publications-and-websites-20148.md,http://www.historians.org/Perspectives/issues/2008/0810/0810tea1.cfm,"*Bridging the Gap between K–12 Teachers and Postsecondary Historians,*",404,http://www.historians.org/Perspectives/issues/2008/0810/0810tea1.cfm,,False,True,HTTP 404
blog,Snips and Shoes and Sealing Wax:  New Publications and Websites,/nhec-blog/20148,blog/snips-and-shoes-and-sealing-wax-new-publications-and-websites-20148.md,http://www.historians.org/Perspectives/issues/2008/0810/0810vic1.cfm,*The American Historical Association and K-16 Collaboration*,404,http://www.historians.org/Perspectives/issues/2008/0810/0810vic1.cfm,,False,True,HTTP 404
blog,Snips and Shoes and Sealing Wax:  New Publications and Websites,/nhec-blog/20148,blog/snips-and-shoes-and-sealing-wax-new-publications-and-websites-20148.md,http://www.historians.org/Perspectives/issues/2008/0810/index.cfm,*Perspectives*,404,http://www.historians.org/Perspectives/issues/2008/0810/index.cfm,,False,True,HTTP 404
blog,A Roundup of Resources,/nhec-blog/23602,blog/a-roundup-of-resources-23602.md,http://www.historians.org/Perspectives/issues/2009/0911/0911tea3.cfm,"""It's Elementary: Focusing on History Teaching, K-5""",404,http://www.historians.org/Perspectives/issues/2009/0911/0911tea3.cfm,,False,True,HTTP 404
blog,A Roundup of Resources,/nhec-blog/23602,blog/a-roundup-of-resources-23602.md,http://www.historians.org/Perspectives/issues/2009/0911/0911vie1.cfm,"""Why Teach about Federal Finances in Modern U.S. History Courses""",404,http://www.historians.org/Perspectives/issues/2009/0911/0911vie1.cfm,,False,True,HTTP 404
blog,A Roundup of Resources,/nhec-blog/23602,blog/a-roundup-of-resources-23602.md,http://www.historians.org/Perspectives/issues/2009/0911/index.cfm,*Perspectives*,404,http://www.historians.org/Perspectives/issues/2009/0911/index.cfm,,False,True,HTTP 404
blog,Teaching and Learning History in the Digital Age (AHA 2011),/nhec-blog/24526,blog/teaching-and-learning-history-in-the-digital-age-aha-2011-24526.md,http://www.historians.org/Perspectives/issues/2010/1011/1011pro2.cfm,Nov.,404,http://www.historians.org/Perspectives/issues/2010/1011/1011pro2.cfm,,False,True,HTTP 404
blog,Sessions Especially for Teachers at the 123rd American Historical Association Annual Meeting,/nhec-blog/20292,blog/sessions-especially-for-teachers-at-the-123rd-american-historical-association-annual-meeting-20292.md,http://www.historians.org/annual/2009/index.cfm,AHA Meeting website,404,http://www.historians.org/annual/2009/index.cfm,,False,True,HTTP 404
blog,Looking Forward in 2010,/nhec-blog/23744,blog/looking-forward-in-2010-23744.md,http://www.historians.org/annual/2010/index.cfm,Annual Meeting of the American Historical Association (AHA),404,http://www.historians.org/annual/2010/index.cfm,,False,True,HTTP 404
teaching-materials,Teaching Imperialism: Incorporating Learning Activities and State Standards,/teaching-materials/ask-a-master-teacher/24534,teaching-materials/ask-a-master-teacher/teaching-imperialism-incorporating-learning-activities-and-state-standards-24534.md,http://www.historians.org/tl/LessonPlans/ca/Reins/cover.htm,teaching module on imperialism,404,http://www.historians.org/tl/LessonPlans/ca/Reins/cover.htm,,False,True,HTTP 404
blog,What is Historical Thinking?,/nhec-blog/24434,blog/what-is-historical-thinking-24434.md,http://www.historicalinquiry.com/links/index.cfm,list of links,404,http://www.historicalinquiry.com/links/index.cfm,,False,True,HTTP 404
best-practices,SCIM-C: Historical Source Analysis,/best-practices/using-primary-sources/23513,best-practices/using-primary-sources/scim-c-historical-source-analysis-23513.md,http://www.historicalinquiry.com/scim/index.cfm,section,404,http://www.historicalinquiry.com/scim/index.cfm,,False,True,HTTP 404
blog,Resources for Veterans Day,/nhec-blog/25296,blog/resources-for-veterans-day-25296.md,http://www.history.com/call-for-photos,donating photos,404,https://www.history.com/call-for-photos,,False,True,HTTP 404
blog,Resources for Veterans Day,/nhec-blog/25296,blog/resources-for-veterans-day-25296.md,http://www.history.com/interactives/thank-a-vet,tweet,404,https://www.history.com/shows/mission-to-honor/interactives/thank-a-vet,,False,True,HTTP 404
blog,"Bookmark This! America, the Story of Us on History Channel",/nhec-blog/23967,blog/bookmark-this-america-the-story-of-us-on-history-channel-23967.md,http://www.history.com/shows/america-the-story-of-us/articles/about-america-the-story-of-us,Articles,404,https://www.history.com/shows/america-the-story-of-us/articles/about-america-the-story-of-us,,False,True,HTTP 404
blog,"Bookmark This! America, the Story of Us on History Channel",/nhec-blog/23967,blog/bookmark-this-america-the-story-of-us-on-history-channel-23967.md,http://www.history.com/shows/america-the-story-of-us/interactives/quiz,Ultimate History Quiz,404,https://www.history.com/shows/america-the-story-of-us/interactives/quiz,,False,True,HTTP 404
blog,"Howard Zinn, the People's Historian, Dies at 87",/nhec-blog/23816,blog/howard-zinn-the-peoples-historian-dies-at-87-23816.md,http://www.history.com/shows/the-people-speak,voices of the people,404,https://www.history.com/shows/the-people-speak,,False,True,HTTP 404
blog,Memorializing Veterans: Teaching with Place,/nhec-blog/24307,blog/memorializing-veterans-teaching-with-place-24307.md,http://www.history.com/topics/take-a-vet,Take a Veteran to School Day,404,https://www.history.com/articles/take-a-vet,,False,True,HTTP 404
blog,"Veterans, Oral History, and the Library of Congress",/nhec-blog/23463,blog/veterans-oral-history-and-the-library-of-congress-23463.md,http://www.history.com/topics/take-a-vet,Take a Veteran to School Day,404,https://www.history.com/articles/take-a-vet,,False,True,HTTP 404
blog,Resources for Presidents Day,/nhec-blog/25419,blog/resources-for-presidents-day-25419.md,http://www.history.com/topics/the-us-presidents?et_cid=37487465&et_rid=704445214&linkid=http%3a%2f%2fwww.history.com%2ftopics%2fthe-us-presidents,videos,404,https://www.history.com/articles/the-us-presidents?et_cid=37487465&et_rid=704445214&linkid=http%3A%2F%2Fwww.history.com%2Ftopics%2Fthe-us-presidents,,False,True,HTTP 404
blog,Resources for the Titanic's Centennial,/nhec-blog/25550,blog/resources-for-the-titanics-centennial-25550.md,http://www.history.com/topics/titanic/interactives/titanic-interactive,HISTORY.com's,404,https://www.history.com/articles/titanic-interactive,,False,True,HTTP 404
blog,Teaching Thanksgiving 2011,/nhec-blog/25309,blog/teaching-thanksgiving-2011-25309.md,http://www.history.com/videos/history-of-the-thanksgiving-holiday#history-of-the-thanksgiving-holiday,short videos,404,https://www.history.com/videos/history-of-the-thanksgiving-holiday#history-of-the-thanksgiving-holiday,,False,True,HTTP 404
history-content,Military History,/history-content/national-resources/19187,history-content/national-resources/military-history-19187.md,http://www.history.navy.mil/,Naval Historical Center,404,http://www.history.navy.mil/,,False,True,HTTP 404
history-content,Military History,/history-content/national-resources/19187,history-content/national-resources/military-history-19187.md,http://www.history.navy.mil/branches/org8-8.htm,Teacher Resource Page,404,http://www.history.navy.mil/branches/org8-8.htm,,False,True,HTTP 404
blog,Resources for Teaching the War of 1812,/nhec-blog/25442,blog/resources-for-teaching-the-war-of-1812-25442.md,http://www.history.navy.mil/commemorations/1812/1812-index.htm,collection,404,http://www.history.navy.mil/commemorations/1812/1812-index.htm,,False,True,HTTP 404
history-content,Russian Ships at Pearl Harbor?,/history-content/ask-a-historian/23489,history-content/ask-a-historian/russian-ships-at-pearl-harbor-23489.md,http://www.history.navy.mil/faqs/faq66-1.htm,"Pearl Harbor Attack, 7 December 1941.",404,http://www.history.navy.mil/faqs/faq66-1.htm,,False,True,HTTP 404
blog,Resources for Asian Pacific American Heritage Month,/nhec-blog/25487,blog/resources-for-asian-pacific-american-heritage-month-25487.md,http://www.history.navy.mil/special%20highlights/asian/asian-index.htm,Navy,404,http://www.history.navy.mil/special%20highlights/asian/asian-index.htm,,False,True,HTTP 404
history-content,Understanding and Appreciating WWII Veterans,/history-content/ask-a-historian/24324,history-content/ask-a-historian/understanding-and-appreciating-wwii-veterans-24324.md,http://www.history.navy.mil/wars/index.html#anchor12058,The Naval History Center,404,http://www.history.navy.mil/wars/index.html#anchor12058,,False,True,HTTP 404
history-content,All Wrapped Up in the Flag,/history-content/ask-a-historian/23852,history-content/ask-a-historian/all-wrapped-up-in-the-flag-23852.md,http://www.history.org/Foundation/journal/Summer08/betsy.cfm,"""The Truth About Betsy Ross: Popular Lore Says She Made First Flag, but Evidence for the Tale Is Scarce,""",404,https://history.org/Foundation/journal/Summer08/betsy.cfm,,False,True,HTTP 404
blog,The Bicentennial of 1812,/nhec-blog/25365,blog/the-bicentennial-of-1812-25365.md,http://www.history.org/History/teaching/enewsletter/volume10/jan12/teachstrategy.cfm,lesson plan,404,https://history.org/History/teaching/enewsletter/volume10/jan12/teachstrategy.cfm,,False,True,HTTP 404
blog,Bookmark This! Virtual Fieldtrips,/nhec-blog/22950,blog/bookmark-this-virtual-fieldtrips-22950.md,http://www.history.org/history/teaching/eft//,Electronic Field Trips,404,https://history.org/history/teaching/eft/,,False,True,HTTP 404
blog,Bookmark This! Virtual Fieldtrips,/nhec-blog/22950,blog/bookmark-this-virtual-fieldtrips-22950.md,http://www.history.org/history/teaching/eft//explore.cfm,Explore the Field Trip,404,https://history.org/history/teaching/eft/explore.cfm,,False,True,HTTP 404
blog,Architecture as a Primary Source in the Classroom,/nhec-blog/19085,blog/architecture-as-a-primary-source-in-the-classroom-19085.md,http://www.history.org/history/teaching/enewsletter/archives/enews0308.cfm,*Colonial Williamsburg Teacher Gazette*,404,https://history.org/history/teaching/enewsletter/archives/enews0308.cfm,,False,True,HTTP 404
blog,Architecture as a Primary Source in the Classroom,/nhec-blog/19085,blog/architecture-as-a-primary-source-in-the-classroom-19085.md,http://www.history.org/history/teaching/enewsletter/volume6/march08/teachstrategy.cfm,This lesson plan on the restoration of Montpelier,404,https://history.org/history/teaching/enewsletter/volume6/march08/teachstrategy.cfm,,False,True,HTTP 404
blog,Finding Professional Development,/nhec-blog/24336,blog/finding-professional-development-24336.md,http://www.history.org/history/teaching/teacherdevelopment/index.cfm,Colonial Williamsburg,404,https://history.org/history/teaching/teacherdevelopment/index.cfm,,False,True,HTTP 404
history-content,Black Confederates,/history-content/ask-a-historian/24634,history-content/ask-a-historian/black-confederates-24634.md,http://www.history.umd.edu/Freedmen/csenlist.htm,"""Confederate Law Authorizing the Enlistment of Black Soldiers, as Promulgated in a Military Order.""",404,https://history.umd.edu/Freedmen/csenlist.htm,,False,True,HTTP 404
history-content,Forty Acres and a Mule,/history-content/ask-a-historian/24170,history-content/ask-a-historian/forty-acres-and-a-mule-24170.md,http://www.history.umd.edu/Freedmen/sfo15.htm,Special Field Order No. 15,404,https://history.umd.edu/Freedmen/sfo15.htm,,False,True,HTTP 404
history-content,Dissent in the Ranks,/history-content/ask-a-historian/24484,history-content/ask-a-historian/dissent-in-the-ranks-24484.md,"http://www.hmhbooks.com/catalog/titledetail.cfm?titleNumber=693041&searchString=Cowley,%20Robert",*The Reader’s Companion to Military History.*,404,"https://www.hmhbooks.com:443/catalog/titledetail.cfm?titleNumber=693041&searchString=Cowley,%20Robert",,True,True,HTTP 404; redirected to different domain: hmhbooks.com:443
blog,Jennifer Orr on Teaching Thanksgiving,/nhec-blog/24377,blog/jennifer-orr-on-teaching-thanksgiving-24377.md,http://www.hmhbooks.com/readers_guides/bunting/america.shtml,*How Many Days to America? A Thanksgiving Story*,404,https://www.hmhbooks.com:443/readers_guides/bunting/america.shtml,,True,True,HTTP 404; redirected to different domain: hmhbooks.com:443
blog,Bookmark This! Our Courts Especially for Middle School Students,/nhec-blog/22482,blog/bookmark-this-our-courts-especially-for-middle-school-students-22482.md,http://www.icivics.org/learn-about-civics/talk-to-the-justice,contact Justice O'Connor,404,https://vision.icivics.org:443/learn-about-civics/talk-to-the-justice,,True,True,HTTP 404; redirected to different domain: vision.icivics.org:443
blog,Bookmark This! Our Courts Especially for Middle School Students,/nhec-blog/22482,blog/bookmark-this-our-courts-especially-for-middle-school-students-22482.md,http://www.icivics.org/subject/constitution-and-bill-rights,U.S. Constitution and U.S Bill of Rights,404,https://vision.icivics.org:443/subject/constitution-and-bill-rights,,True,True,HTTP 404; redirected to different domain: vision.icivics.org:443
history-content,Indian Health Service,/history-content/national-resources/22942,history-content/national-resources/indian-health-service-22942.md,http://www.ihs.gov/FacilitiesServices/AreaOffices/Alaska/dpehs/index.asp,"mortality, population, and special reports on Alaska natives",404,https://www.ihs.gov/default/FacilitiesServices/AreaOffices/Alaska/dpehs/index.asp/index.asp,,False,True,HTTP 404
history-content,Indian Health Service,/history-content/national-resources/22942,history-content/national-resources/indian-health-service-22942.md,http://www.ihs.gov/NonMedicalPrograms/dqwg/dqwg-section5-home.asp,national and regional health trends,404,https://www.ihs.gov/default/NonMedicalPrograms/dqwg/dqwg-section5-home.asp/dqwg-section5-home.asp,,False,True,HTTP 404
history-content,Indian Health Service,/history-content/national-resources/22942,history-content/national-resources/indian-health-service-22942.md,http://www.ihs.gov/publicinfo/photogallery/,photo gallery,404,https://www.ihs.gov/default/publicinfo/photogallery/,,False,True,HTTP 404
teaching-materials,The Cost of Industrialization,/teaching-materials/lesson-plan-reviews/24229,teaching-materials/lesson-plan-reviews/the-cost-of-industrialization-24229.md,http://www.ilr.cornell.edu/trianglefire/primary/photosIllustrations/index.html,sizeable collection,404,https://www.ilr.cornell.edu/trianglefire/primary/photosIllustrations/index.html,,False,True,HTTP 404
teaching-materials,The Cost of Industrialization,/teaching-materials/lesson-plan-reviews/24229,teaching-materials/lesson-plan-reviews/the-cost-of-industrialization-24229.md,http://www.ilr.cornell.edu/trianglefire/primary/photosIllustrations/index.html?image_id=64&sec_id=10,condemn the factory owners,404,https://www.ilr.cornell.edu/trianglefire/primary/photosIllustrations/index.html?image_id=64&sec_id=10,,False,True,HTTP 404
teaching-materials,The Cost of Industrialization,/teaching-materials/lesson-plan-reviews/24229,teaching-materials/lesson-plan-reviews/the-cost-of-industrialization-24229.md,http://www.ilr.cornell.edu/trianglefire/primary/testimonials/ootss_SadieFrowne.html,"""Days and Dreams""",404,https://www.ilr.cornell.edu/trianglefire/primary/testimonials/ootss_SadieFrowne.html,,False,True,HTTP 404
blog,150 Years Ago Today...,/nhec-blog/24465,blog/150-years-ago-today-24465.md,http://www.in.gov/history/INCivilWar.htm,Indiana,404,https://www.in.gov/history/INCivilWar.htm,,False,True,HTTP 404
blog,The Conspirator in the Classroom,/nhec-blog/24626,blog/the-conspirator-in-the-classroom-24626.md,http://www.indianahistory.org/our-collections/digital-image-collections/lincoln-collections,Daniel Weinberg Collection,404,https://indianahistory.org/our-collections/digital-image-collections/lincoln-collections,,False,True,HTTP 404
blog,National History Day 2010,/nhec-blog/23731,blog/national-history-day-2010-23731.md,http://www.inventionatplay.org/,Invention at Play,404,http://www.inventionatplay.org/,,False,True,HTTP 404
blog,National History Day 2010,/nhec-blog/23731,blog/national-history-day-2010-23731.md,http://www.inventionatplay.org/inventors_main.html,Inventors stories,404,http://www.inventionatplay.org/inventors_main.html,,False,True,HTTP 404
blog,National History Day 2010,/nhec-blog/23731,blog/national-history-day-2010-23731.md,http://www.inventionatplay.org/playhouse_wordplay.html,Word Play,404,http://www.inventionatplay.org/playhouse_wordplay.html,,False,True,HTTP 404
blog,Conference-going for the Educational Professional,/nhec-blog/24469,blog/conference-going-for-the-educational-professional-24469.md,http://www.iste.org/conference.aspx,annual conference,404,https://iste.org:443/conference.aspx,,True,True,HTTP 404; redirected to different domain: iste.org:443
blog,Jennifer Orr Wins ISTE Kay L. Bitter Vision Award,/nhec-blog/25642,blog/jennifer-orr-wins-iste-kay-l-bitter-vision-award-25642.md,http://www.iste.org/membership/awards-and-recognition/list-of-awards/kay-l-bitter-award.aspx,Kay L. Bitter Vision Award for Excellence,404,https://iste.org:443/membership/awards-and-recognition/list-of-awards/kay-l-bitter-award.aspx,,True,True,HTTP 404; redirected to different domain: iste.org:443
blog,Finding Professional Development,/nhec-blog/24336,blog/finding-professional-development-24336.md,http://www.jamesmadison.com/index.html,James Madison Fellowship Foundation,404,https://www.jamesmadison.gov/index.html,,True,True,HTTP 404; redirected to different domain: jamesmadison.gov
history-content,What Exit? New Jersey and Its Turnpike,/history-content/website-reviews/22989,history-content/website-reviews/what-exit-new-jersey-and-its-turnpike-22989.md,http://www.jerseyhistory.org/what_exit/building.html,Building It,404,https://jerseyhistory.org/what_exit/building.html,,False,True,HTTP 404
history-content,What Exit? New Jersey and Its Turnpike,/history-content/website-reviews/22989,history-content/website-reviews/what-exit-new-jersey-and-its-turnpike-22989.md,http://www.jerseyhistory.org/what_exit/driving.html,Driving It,404,https://jerseyhistory.org/what_exit/driving.html,,False,True,HTTP 404
history-content,What Exit? New Jersey and Its Turnpike,/history-content/website-reviews/22989,history-content/website-reviews/what-exit-new-jersey-and-its-turnpike-22989.md,http://www.jerseyhistory.org/what_exit/telling.html,Telling It,404,https://jerseyhistory.org/what_exit/telling.html,,False,True,HTTP 404
blog,"John Hope Franklin, 1915-2009",/nhec-blog/21879,blog/john-hope-franklin-1915-2009-21879.md,http://www.jhfc.duke.edu/index2.php,John Hope Franklin Center for Interdisciplinary and International Studies,404,https://jhfc.duke.edu/index2.php,,False,True,HTTP 404
blog,"Primary Sources, Historical Reenactments, and Twitter",/nhec-blog/23628,blog/primary-sources-historical-reenactments-and-twitter-23628.md,http://www.joanganzcooneycenter.org/publications/index.html,publications page,404,https://joanganzcooneycenter.org/publications/index.html,,False,True,HTTP 404
teaching-materials,Seeking U.S. History Books for 9th and 11th Graders,/teaching-materials/ask-a-master-teacher/20685,teaching-materials/ask-a-master-teacher/seeking-us-history-books-for-9th-and-11th-graders-20685.md,http://www.justreadflorida.org/BHM.asp,Black History Month,404,https://www.fldoe.org/academics/standards/just-read-fl/BHM.asp,,True,True,HTTP 404; redirected to different domain: fldoe.org
history-content,Los Alamos National Laboratory,/history-content/national-resources/22916,history-content/national-resources/los-alamos-national-laboratory-22916.md,http://www.lanl.gov/history/people/S_Ulam.shtml,Stan Ulam,404,https://www.lanl.gov/history/people/S_Ulam.shtml,,False,True,HTTP 404
history-content,Los Alamos National Laboratory,/history-content/national-resources/22916,history-content/national-resources/los-alamos-national-laboratory-22916.md,http://www.lanl.gov/history/people/oppenheimer.shtml,J. Robert Oppenheimer,404,https://www.lanl.gov/history/people/oppenheimer.shtml,,False,True,HTTP 404
teaching-materials,Follow the Line,/teaching-materials/ask-a-master-teacher/24483,teaching-materials/ask-a-master-teacher/follow-the-line-24483.md,http://www.law.ou.edu/hist/,chronology of U.S. historical documents,404,https://law.ou.edu/hist/,,False,True,HTTP 404
blog,Bookmark This! Contests for Students and Teachers,/nhec-blog/23710,blog/bookmark-this-contests-for-students-and-teachers-23710.md,http://www.lead-america.org/conferences/nls/nls_hs.asp,*Lead*America's National Leadership Summit,404,https://www.lead-america.org/conferences/nls/nls_hs.asp,,False,True,HTTP 404
blog,Teaching Resources for Constitution Day,/nhec-blog/19505,blog/teaching-resources-for-constitution-day-19505.md,http://www.learner.org/about/news.html,Annenberg Newsletter,404,https://www.learner.org/about/news.html,,False,True,HTTP 404
blog,More Resources for Teaching about Elections,/nhec-blog/19506,blog/more-resources-for-teaching-about-elections-19506.md,http://www.learner.org/channel/courses/democracyinamerica/,Democracy in America,404,https://www.learner.org/channel/courses/democracyinamerica/,,False,True,HTTP 404
teaching-materials,Challenging Gifted 10th Graders,/teaching-materials/ask-a-master-teacher/19252,teaching-materials/ask-a-master-teacher/challenging-gifted-10th-graders-19252.md,http://www.learner.org/channel/courses/worldhistory/,useful links.,404,https://www.learner.org/channel/courses/worldhistory/,,False,True,HTTP 404
blog,Especially for Teachers: Annenberg Media's Online U.S. History Textbook,/nhec-blog/22562,blog/especially-for-teachers-annenberg-medias-online-us-history-textbook-22562.md,http://www.learner.org/courses/amerhistory/,*America's History in the Making*,404,https://www.learner.org/courses/amerhistory/,,False,True,HTTP 404
teaching-materials,Changes in Teaching History Over the Past 10 Years,/teaching-materials/ask-a-master-teacher/20298,teaching-materials/ask-a-master-teacher/changes-in-teaching-history-over-the-past-10-years-20298.md,http://www.learner.org/courses/amerhistory/,America's History in the Making,404,https://www.learner.org/courses/amerhistory/,,False,True,HTTP 404
blog,Especially for Teachers: Annenberg Media's Online U.S. History Textbook,/nhec-blog/22562,blog/especially-for-teachers-annenberg-medias-online-us-history-textbook-22562.md,http://www.learner.org/courses/amerhistory/howtouse.html,How to Use This Site,404,https://www.learner.org/courses/amerhistory/howtouse.html,,False,True,HTTP 404
best-practices,Interactive Exercises—Analyzing Artifacts,/best-practices/using-primary-sources/25684,best-practices/using-primary-sources/interactive-exercisesanalyzing-artifacts-25684.md,http://www.learner.org/courses/amerhistory/interactives/artifacts/index.html,interactive exercise,404,https://www.learner.org/courses/amerhistory/interactives/artifacts/index.html,,False,True,HTTP 404
blog,Especially for Teachers: Annenberg Media's Online U.S. History Textbook,/nhec-blog/22562,blog/especially-for-teachers-annenberg-medias-online-us-history-textbook-22562.md,http://www.learner.org/courses/amerhistory/overview.html,About the Course,404,https://www.learner.org/courses/amerhistory/overview.html,,False,True,HTTP 404
blog,Remember the Ladies—But Not Just in March,/nhec-blog/21712,blog/remember-the-ladiesbut-not-just-in-march-21712.md,http://www.learner.org/courses/amerhistory/resource_archive/resource.php?unitChoice=&searchTerm=women&page=1&resourceType=2&resourceID=10040,Remember the Ladies,404,https://www.learner.org/courses/amerhistory/resource_archive/resource.php?unitChoice=&searchTerm=women&page=1&resourceType=2&resourceID=10040,,False,True,HTTP 404
blog,Remember the Ladies—But Not Just in March,/nhec-blog/21712,blog/remember-the-ladiesbut-not-just-in-march-21712.md,http://www.learner.org/courses/amerhistory/units/14/,Industrializing America,404,https://www.learner.org/courses/amerhistory/units/14/,,False,True,HTTP 404
blog,The Supreme Court: Connections Between Past and Present,/nhec-blog/22244,blog/the-supreme-court-connections-between-past-and-present-22244.md,http://www.learner.org/courses/democracyinamerica/dia_9/,The Courts: Our Rule of Law,404,https://www.learner.org/courses/democracyinamerica/dia_9/,,False,True,HTTP 404
teaching-materials,A Larger Global or Interregional Story,/teaching-materials/ask-a-master-teacher/24069,teaching-materials/ask-a-master-teacher/a-larger-global-or-interregional-story-24069.md,http://www.learner.org/courses/worldhistory/unit_main_19.html,here,404,https://www.learner.org/courses/worldhistory/unit_main_19.html,,False,True,HTTP 404
blog,Teaching about Columbus Day: Mythbusters,/nhec-blog/22951,blog/teaching-about-columbus-day-mythbusters-22951.md,http://www.learner.org/courses/worldhistory/unit_video_2-1.html,History and Memory,404,https://www.learner.org/courses/worldhistory/unit_video_2-1.html,,False,True,HTTP 404
best-practices,Interactivity,/best-practices/using-primary-sources/24462,best-practices/using-primary-sources/interactivity-24462.md,http://www.learner.org/interactives/,Annenberg Media website,404,https://www.learner.org/interactives/,,False,True,HTTP 404
best-practices,Interactivity,/best-practices/using-primary-sources/24462,best-practices/using-primary-sources/interactivity-24462.md,http://www.learner.org/interactives/historical/index.html,tool,404,https://www.learner.org/interactives/historical/index.html,,False,True,HTTP 404
blog,Remember the Ladies—But Not Just in March,/nhec-blog/21712,blog/remember-the-ladiesbut-not-just-in-march-21712.md,http://www.learner.org/libraries/socialstudies/9_12/rockey/index.html,Gender-based Distinctions,404,https://www.learner.org/libraries/socialstudies/9_12/rockey/index.html,,False,True,HTTP 404
teaching-materials,Brain-based Research,/teaching-materials/ask-a-master-teacher/25187,teaching-materials/ask-a-master-teacher/brain-based-research-25187.md,http://www.learner.org/resources/series172.html,The Learning Classroom: Theory Into Practice,404,https://www.learner.org/resources/series172.html,,False,True,HTTP 404
best-practices,Exploring Historical Texts in a Discussion-Based Class,/best-practices/teaching-in-action/20374,best-practices/teaching-in-action/exploring-historical-texts-in-a-discussion-based-class-20374.md,http://www.learner.org/resources/series172.html?pop=yes&pid=1864#,*Learning from Others: Learning in a Social Context*,404,https://www.learner.org/resources/series172.html?pop=yes&pid=1864,,False,True,HTTP 404
